6.000000 5.509391
5.000000 5.673010
5.000000 5.030414
5.000000 5.070813
5.000000 5.180029
6.000000 5.609238
7.000000 5.620051
5.000000 5.079553
6.000000 5.694894
6.000000 5.784687
4.000000 6.140113
5.000000 5.465247
6.000000 6.283333
5.000000 6.412631
5.000000 4.985798
5.000000 5.268345
5.000000 5.573167
6.000000 6.089120
5.000000 5.961343
7.000000 6.653722
7.000000 6.552896
6.000000 5.446946
5.000000 5.223440
7.000000 5.457569
6.000000 4.977179
7.000000 5.603335
5.000000 4.814814
5.000000 5.160278
6.000000 6.099351
5.000000 5.453390
5.000000 5.208870
5.000000 5.721900
6.000000 6.045210
5.000000 5.320469
5.000000 5.158165
6.000000 5.643187
6.000000 5.245650
6.000000 5.888555
4.000000 5.026288
5.000000 5.161120
8.000000 6.608837
5.000000 5.641313
5.000000 5.362750
6.000000 5.575379
6.000000 5.177094
6.000000 5.745309
6.000000 5.764497
6.000000 5.625769
7.000000 6.057492
5.000000 5.038494
6.000000 6.064354
6.000000 5.342052
6.000000 6.094822
5.000000 6.451479
6.000000 4.971007
5.000000 5.180029
6.000000 6.415893
5.000000 6.128104
6.000000 5.534139
5.000000 5.104160
5.000000 5.248818
7.000000 6.845985
5.000000 5.064576
5.000000 5.104828
6.000000 5.942127
5.000000 5.616228
5.000000 6.095079
4.000000 5.671105
3.000000 5.723395
5.000000 5.602444
5.000000 5.275326
5.000000 5.304123
4.000000 5.705485
6.000000 5.532601
5.000000 5.158165
6.000000 5.282764
6.000000 6.164300
6.000000 5.827874
6.000000 5.171572
3.000000 5.170408
5.000000 5.110984
4.000000 5.423400
5.000000 5.356503
5.000000 5.479565
6.000000 6.163465
5.000000 5.449185
5.000000 5.225361
6.000000 6.250784
6.000000 5.051464
5.000000 4.870533
6.000000 5.286113
6.000000 5.434395
5.000000 5.907749
5.000000 4.947074
5.000000 5.117282
6.000000 6.004744
5.000000 5.003689
5.000000 5.756612
6.000000 5.100256
5.000000 5.127075
6.000000 5.999073
6.000000 5.878166
5.000000 5.284147
6.000000 5.826210
5.000000 6.054632
5.000000 4.934884
7.000000 6.629181
6.000000 5.065512
5.000000 5.542582
4.000000 5.004151
5.000000 5.702159
5.000000 5.796362
6.000000 6.006420
5.000000 5.384512
6.000000 6.543011
6.000000 6.282511
6.000000 5.573226
6.000000 6.219802
7.000000 6.145292
5.000000 5.399329
5.000000 5.666108
6.000000 6.579263
6.000000 6.137028
6.000000 5.979946
8.000000 6.233490
5.000000 5.315492
6.000000 6.564555
5.000000 5.111261
5.000000 6.015606
7.000000 6.595436
6.000000 5.936416
5.000000 5.338436
6.000000 6.262364
5.000000 5.432054
5.000000 5.201106
5.000000 5.951639
6.000000 5.694894
7.000000 6.506436
5.000000 5.084479
7.000000 5.901134
5.000000 5.250590
5.000000 5.937390
4.000000 4.950568
5.000000 5.507027
6.000000 5.171572
6.000000 5.763465
7.000000 5.601997
8.000000 6.019667
5.000000 5.249558
6.000000 5.390907
7.000000 5.802670
6.000000 5.454520
6.000000 4.887761
7.000000 6.299727
5.000000 5.659554
5.000000 5.518840
5.000000 5.637964
5.000000 5.215147
5.000000 5.162113
7.000000 6.262094
7.000000 6.307400
5.000000 5.928906
6.000000 5.603699
4.000000 5.150455
6.000000 5.196581
7.000000 6.210158
7.000000 6.685902
5.000000 5.066050
6.000000 5.281234
5.000000 5.240043
4.000000 5.202920
6.000000 5.381531
5.000000 4.970147
5.000000 5.931948
6.000000 5.619590
6.000000 5.820396
5.000000 5.515550
5.000000 5.244455
6.000000 5.625080
6.000000 5.384876
5.000000 5.369187
6.000000 6.224618
4.000000 4.988558
5.000000 4.773589
6.000000 6.152836
6.000000 5.114023
7.000000 6.560689
4.000000 5.699003
6.000000 4.996710
7.000000 6.504948
5.000000 5.327024
7.000000 6.002620
5.000000 5.657993
6.000000 6.226367
6.000000 6.271707
4.000000 5.509793
7.000000 6.653722
5.000000 5.528034
5.000000 4.985798
6.000000 5.643187
6.000000 5.714956
5.000000 5.342263
6.000000 6.222807
5.000000 5.041583
6.000000 6.648964
5.000000 6.065287
5.000000 5.201014
6.000000 5.767309
6.000000 5.973038
5.000000 5.100705
5.000000 5.289899
7.000000 5.331235
6.000000 5.539148
5.000000 5.382402
4.000000 5.092855
6.000000 5.766775
5.000000 5.682399
5.000000 5.553858
5.000000 5.120620
6.000000 5.384876
5.000000 5.338779
5.000000 5.618319
5.000000 5.209826
5.000000 5.882887
6.000000 6.087511
6.000000 5.550249
6.000000 5.824055
5.000000 5.146211
5.000000 5.670678
5.000000 5.041120
7.000000 6.549994
5.000000 5.914136
5.000000 4.270465
5.000000 5.282222
7.000000 6.401474
5.000000 5.585032
5.000000 5.154303
6.000000 5.207464
6.000000 5.431842
6.000000 5.974068
5.000000 5.465789
6.000000 5.275064
5.000000 5.013369
5.000000 5.691592
5.000000 5.044125
5.000000 5.484512
5.000000 5.156922
6.000000 5.563117
6.000000 6.051585
7.000000 5.993464
5.000000 5.319640
4.000000 5.430567
5.000000 5.383681
3.000000 4.900230
5.000000 5.970753
6.000000 5.298739
6.000000 5.540930
5.000000 5.382740
5.000000 5.331932
7.000000 6.157728
4.000000 5.732705
6.000000 5.338072
7.000000 6.806226
6.000000 5.162802
6.000000 5.364029
7.000000 6.436485
6.000000 5.529389
7.000000 6.497144
6.000000 6.198494
5.000000 5.790269
3.000000 5.104166
6.000000 5.802355
5.000000 5.265573
5.000000 4.864918
6.000000 6.110547
6.000000 6.283333
5.000000 4.875337
6.000000 4.935153
5.000000 5.076249
6.000000 5.591947
6.000000 5.558641
5.000000 5.186589
5.000000 5.110878
5.000000 5.087923
6.000000 6.518296
6.000000 5.241012
7.000000 6.222706
5.000000 5.377547
6.000000 5.275064
5.000000 5.691592
5.000000 5.285478
6.000000 5.341768
5.000000 5.309280
6.000000 5.478726
7.000000 6.539645
5.000000 5.441688
5.000000 5.868917
6.000000 5.204987
6.000000 6.409358
6.000000 5.938769
5.000000 4.640466
4.000000 5.409408
5.000000 5.508192
6.000000 5.920979
7.000000 6.830382
5.000000 6.243073
6.000000 5.095822
5.000000 5.194391
7.000000 6.572132
6.000000 5.081745
6.000000 5.357606
5.000000 5.513382
7.000000 6.177166
5.000000 5.341654
6.000000 6.763365
6.000000 5.496702
6.000000 5.341548
5.000000 5.865839
5.000000 5.315146
7.000000 6.033267
6.000000 5.813966
6.000000 6.188144
7.000000 5.853157
6.000000 5.412491
5.000000 5.572288
6.000000 5.738443
5.000000 5.577369
5.000000 6.146748
6.000000 5.908764
6.000000 4.943727
4.000000 6.106032
5.000000 5.001365
6.000000 5.986164
5.000000 5.853902
6.000000 6.164758
5.000000 5.268505
5.000000 5.650794
3.000000 4.452809
5.000000 5.338436
5.000000 5.138644
5.000000 6.045877
7.000000 5.796228
5.000000 4.842669
5.000000 5.047667
6.000000 5.357985
5.000000 5.123432
8.000000 6.840400
6.000000 5.721426
5.000000 5.807631
6.000000 5.932299
7.000000 6.319918
6.000000 5.905788
6.000000 6.895611
6.000000 5.500422
6.000000 5.752160
5.000000 5.420973
6.000000 5.225121
6.000000 5.812542
6.000000 6.261503
5.000000 5.302303
7.000000 5.975092
5.000000 5.101705
5.000000 5.807631
5.000000 5.541911
6.000000 5.412491
6.000000 6.263969
6.000000 6.009268
6.000000 6.020282
6.000000 6.558851
5.000000 5.433893
6.000000 6.423667
7.000000 6.188725
6.000000 5.739802
7.000000 6.195872
5.000000 5.111399
5.000000 5.656692
5.000000 5.816338
6.000000 5.530500
5.000000 5.826565
6.000000 5.719215
5.000000 5.361651
5.000000 5.362750
5.000000 5.382740
6.000000 5.782902
7.000000 5.868002
7.000000 6.299014
6.000000 5.854333
6.000000 5.502043
8.000000 6.659816
5.000000 4.840196
